"play_id","Game","qtr","time","posteam","desc","DrivePlays","DriveYards","home_team","away_team","down","ydstogo","yardline_50","side_of_field","PlayType","total_home_score","total_away_score","EndHomeScore","EndAwayScore","ShortPlayDescription","td_team","drive_id","defteam","posteam_type","week","posteam_score","defteam_score","posteam_score_post","defteam_score_post","score_differential","score_differential_post","pos_score_change","game_id","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","yardline_100","goal_to_go","play_type","shotgun","no_huddle","qb_spike","qb_kneel","sack","qb_scramble","pass_attempt","interception","complete_pass","throwaway","pass_length","pass_location","run_direction","run_location","run_gap","touchdown","field_goal_made","fumble","yards_gained","first_down","turnover","turnover_type","fumble_lost","fourth_down_decision","extra_point_type","extra_point_conversion","penalty","solo_tackle","assist_tackle","tackle_for_loss","passer_player_name","receiver_player_name","rusher_player_name","interception_player_name","solo_tackle_player_name","assist_tackle_1_player_name","assist_tackle_2_player_name","no_score_prob","opp_fg_prob","opp_safety_prob","opp_td_prob","fg_prob","safety_prob","td_prob","ep","epa","air_yards","yards_after_catch","air_epa","yac_epa","comp_air_epa","comp_yac_epa","home_team_comp_air_epa","away_team_comp_air_epa","home_team_comp_yac_epa","away_team_comp_yac_epa","total_home_comp_air_epa","total_away_comp_air_epa","total_home_comp_yac_epa","total_away_comp_yac_epa","home_team_raw_air_epa","away_team_raw_air_epa","home_team_raw_yac_epa","away_team_raw_yac_epa","total_home_raw_air_epa","total_away_raw_air_epa","total_home_raw_yac_epa","total_away_raw_yac_epa"
17524,1,1,"15:00","SEA","H.Niswander kickoff from DC 30, 56 yds to SEA 14. K.Reynolds to SEA 33 for 19 yards (A.Williams).",3,6,"DC","SEA",1,NA,30,"DC","Kick off",0,0,0,0,"Kickoff",0,7179,"DC","away",1,0,0,0,0,0,0,0,2020020800,900,1800,3600,30,NA,"kickoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,"A.Williams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,29.3882891419633,-29.3882891419633,-13.8781199619633,13.8781199619633,0,0,0,0,35.2001082459524,-35.2001082459524,-13.6265813389524,13.6265813389524
17525,1,1,"14:53","SEA","(Shotgun) J.Gardner rush left end to SEA 38 for 5 yards (A.Tarpley).",3,6,"DC","SEA",1,10,33,"SEA","Rush",0,0,0,0,"5 yard rush",0,7179,"DC","away",1,0,0,0,0,0,0,0,2020020800,893,1793,3593,67,0,"run",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"left end","left","end",0,NA,0,5,0,NA,NA,0,NA,NA,0,0,1,0,0,NA,NA,"J.Gardner",NA,"A.Tarpley",NA,NA,0.001196746,0.135984764,0.002289729,0.212226412,0.262934867,0.003689239,0.381678243,1.48508623,0.086648854,NA,NA,NA,NA,NA,NA,0,0,0,0,29.3882891419633,-29.3882891419633,-13.8781199619633,13.8781199619633,0,0,0,0,35.2001082459524,-35.2001082459524,-13.6265813389524,13.6265813389524
17527,1,1,"14:21","SEA","(Shotgun) B.Silvers pass short right to K.Reynolds to SEA 39 for 1 yards (A.Tarpley).",3,6,"DC","SEA",2,5,38,"SEA","Pass",0,0,0,0,"1 yard pass",0,7179,"DC","away",1,0,0,0,0,0,0,0,2020020800,861,1761,3561,62,0,"pass",1,0,NA,NA,0,0,1,0,1,0,"short","right",NA,NA,NA,0,NA,0,1,0,0,NA,0,NA,NA,0,0,1,0,0,"B.Silvers","K.Reynolds",NA,NA,"A.Tarpley",NA,NA,0.001286533,0.133502455,0.001922327,0.206345184,0.267136649,0.003960821,0.385846032,1.571735085,-0.638875947,0,1,0.256800343763918,-0.895676290763918,0.256800343763918,-0.895676290763918,-0.256800343763918,0.256800343763918,0.895676290763918,-0.895676290763918,29.1314887981994,-29.1314887981994,-12.9824436711994,12.9824436711994,-0.256800343763918,0.256800343763918,0.895676290763918,-0.895676290763918,34.9433079021885,-34.9433079021885,-12.7309050481885,12.7309050481885
6227,1,1,"13:43","SEA","(Shotgun) B.Silvers pass incomplete short right to K.Reynolds.",3,6,"DC","SEA",3,4,39,"SEA","Pass",0,0,0,0,"Incomplete pass",0,7179,"DC","away",1,0,0,0,0,0,0,0,2020020800,823,1723,3523,61,0,"pass",1,0,NA,NA,0,0,1,0,0,0,"short","right",NA,NA,NA,0,NA,0,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,"B.Silvers","K.Reynolds",NA,NA,NA,NA,NA,0.001518284,0.157348311,0.002519234,0.243085197,0.246362163,0.004149876,0.345016936,0.932859138,-1.842511149,18,0,1.94208034112929,-3.78459149012929,0,0,0,0,0,0,0,0,0,0,-1.94208034112929,1.94208034112929,3.78459149012929,-3.78459149012929,-1.94208034112929,1.94208034112929,3.78459149012929,-3.78459149012929
28497,1,1,"13:22","SEA","(Punt) B.Miller punts, 45 yds to DC 16. E.Rogers to DC 20 for 4 yards (S.Ramirez).",3,6,"DC","SEA",4,4,39,"SEA","Punt",0,0,0,0,"45 yard punt",0,7179,"DC","away",1,0,0,0,0,0,0,0,2020020800,802,1702,3502,61,0,"punt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,1,0,NA,NA,NA,NA,NA,"S.Ramirez",NA,NA,0.001989313,0.229666661,0.003718999,0.350385265,0.171853213,0.005951557,0.236434991,-0.909652011,0.571338282,NA,NA,NA,NA,NA,NA,0,0,0,0,-70.0049253621339,70.0049253621339,102.754931320134,-102.754931320134,0,0,0,0,-105.524622306628,105.524622306628,192.184989444628,-192.184989444628
17517,1,1,"13:11","DC","(Shotgun) E.Rogers rush right end to DC 20 for 0 yards (A.Williams).",13,63,"DC","SEA",1,10,20,"DC","Rush",0,0,0,0,"0 yard rush",0,11893,"SEA","home",1,0,0,0,0,0,0,0,2020020800,791,1691,3491,80,0,"run",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"right","right end","right","end",0,NA,0,0,0,NA,NA,0,NA,NA,0,0,1,0,0,NA,NA,"E.Rogers",NA,"A.Williams",NA,NA,0.002335117,0.178977135,0.00660009,0.278777776,0.214264685,0.003574882,0.315470315,0.33831373,-0.728238628,NA,NA,NA,NA,NA,NA,0,0,0,0,30.9915221380357,-30.9915221380357,-15.0077816690357,15.0077816690357,0,0,0,0,36.8033412420249,-36.8033412420249,-14.7562430460249,14.7562430460249
17516,1,1,"12:45","DC","(No Huddle, Shotgun) D.Pumphrey rush right end to DC 19 for -1 yards (G.Igwebuike).",13,63,"DC","SEA",2,10,20,"DC","Rush",0,0,0,0,"-1 yard rush",0,11893,"SEA","home",1,0,0,0,0,0,0,0,2020020800,765,1665,3465,80,0,"run",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"right","right end","right","end",0,NA,0,-1,0,NA,NA,0,NA,NA,0,0,1,0,1,NA,NA,"D.Pumphrey",NA,"G.Igwebuike",NA,NA,0.002622931,0.205804274,0.007901753,0.320452191,0.19063982,0.003878332,0.268700699,-0.389924899,-1.047653569,NA,NA,NA,NA,NA,NA,0,0,0,0,30.9915221380357,-30.9915221380357,-15.0077816690357,15.0077816690357,0,0,0,0,36.8033412420249,-36.8033412420249,-14.7562430460249,14.7562430460249
23542,1,1,"12:18","DC","(Shotgun) C.Jones pass deep left to R.Ross out of bounds at DC 40 for 21 yards.",13,63,"DC","SEA",3,11,19,"DC","Pass",0,0,0,0,"21 yard pass",0,11893,"SEA","home",1,0,0,0,0,0,0,0,2020020800,738,1638,3438,81,0,"pass",1,0,NA,NA,0,0,1,0,1,0,"deep","left",NA,NA,NA,0,NA,0,21,1,0,NA,0,NA,NA,0,0,NA,NA,NA,"C.Jones","R.Ross",NA,NA,NA,NA,NA,0.002811866,0.249192547,0.009440929,0.381530393,0.140698009,0.004308026,0.212018231,-1.437578468,3.536915903,19,2,3.50714950785076,0.029766395149244,3.50714950785076,0.029766395149244,3.50714950785076,-3.50714950785076,0.029766395149244,-0.029766395149244,5.36214872788876,-5.36214872788876,14.4005075281112,-14.4005075281112,3.50714950785076,-3.50714950785076,0.029766395149244,-0.029766395149244,4.98719837940888,-4.98719837940888,27.1098737635911,-27.1098737635911
23541,1,1,"11:53","DC","(No Huddle, Shotgun) C.Jones pass short right to E.Rogers out of bounds at SEA 43 for 17 yards (S.Johnson).",13,63,"DC","SEA",1,10,40,"DC","Pass",0,0,0,0,"17 yard pass",0,11893,"SEA","home",1,0,0,0,0,0,0,0,2020020800,713,1613,3413,60,0,"pass",1,1,NA,NA,0,0,1,0,1,0,"short","right",NA,NA,NA,0,NA,0,17,1,0,NA,0,NA,NA,0,0,1,0,0,"C.Jones","E.Rogers",NA,NA,"S.Johnson",NA,NA,0.002092134,0.113185047,0.001245285,0.175263627,0.287576687,0.003616725,0.417020494,2.099337436,1.128532328,17,0,1.128532328,0,1.128532328,0,1.128532328,-1.128532328,0,0,1.854999220038,-1.854999220038,14.370741132962,-14.370741132962,1.128532328,-1.128532328,0,0,1.48004887155813,-1.48004887155813,27.0801073684419,-27.0801073684419
17523,1,1,"11:26","DC","(No Huddle, Shotgun) C.Jones pass short middle to D.Pumphrey to SEA 40 for 3 yards (G.Igwebuike; S.Maponga).",13,63,"DC","SEA",1,10,43,"SEA","Pass",0,0,0,0,"3 yard pass",0,11893,"SEA","home",1,0,0,0,0,0,0,0,2020020800,686,1586,3386,43,0,"pass",1,1,NA,NA,0,0,1,0,1,0,"short","middle",NA,NA,NA,0,NA,0,3,0,0,NA,0,NA,NA,0,0,0,1,0,"C.Jones","D.Pumphrey",NA,NA,NA,"G.Igwebuike","S.Maponga",0.001482585,0.069974828,0.000275543,0.107973379,0.336209148,0.003334335,0.480750182,3.227869763,-0.195059312,-3,6,-1.32472101907246,1.12966170707246,-1.32472101907246,1.12966170707246,-1.32472101907246,1.32472101907246,1.12966170707246,-1.12966170707246,29.3882891419633,-29.3882891419633,-13.8781199619633,13.8781199619633,-1.32472101907246,1.32472101907246,1.12966170707246,-1.12966170707246,35.2001082459524,-35.2001082459524,-13.6265813389524,13.6265813389524
17473,1,1,"10:49","DC","(No Huddle, Shotgun) T.Jackson rush left tackle to SEA 35 for 5 yards (J.Martin).",13,63,"DC","SEA",2,7,40,"SEA","Rush",0,0,0,0,"5 yard rush",0,11893,"SEA","home",1,0,0,0,0,0,0,0,2020020800,649,1549,3349,40,0,"run",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"left tackle","left","tackle",0,NA,0,5,0,NA,NA,0,NA,NA,0,0,1,0,0,NA,NA,"T.Jackson",NA,"J.Martin",NA,NA,0.001708291,0.073206103,0.000384865,0.113613077,0.36132339,0.00350099,0.446263283,3.032810451,0.080821877,NA,NA,NA,NA,NA,NA,0,0,0,0,27.0379911526797,-27.0379911526797,-11.2478357956797,11.2478357956797,0,0,0,0,30.4656841171593,-30.4656841171593,-7.0655178551593,7.0655178551593
39734,1,1,"10:25","DC","PENALTY on SEA. Neutral zone infraction, 5 yards, enforced to SEA 30.",13,63,"DC","SEA",3,2,35,"SEA","Penalty",0,0,0,0,"5 yard penalty",0,11893,"SEA","home",1,0,0,0,0,0,0,0,2020020800,625,1525,3325,35,0,"no_play",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00174218,0.066757837,0.000349657,0.104368378,0.390445385,0.003227602,0.433108962,3.113632328,0.727691584,NA,NA,NA,NA,NA,NA,0,0,0,0,-52.3942479762867,52.3942479762867,91.3220791222867,-91.3220791222867,0,0,0,0,-66.5054210640438,66.5054210640438,154.948026137044,-154.948026137044
23540,1,1,"10:09","DC","J.Pressley rush left end out of bounds at SEA 21 for 9 yards (J.Martin).",13,63,"DC","SEA",1,10,30,"SEA","Rush",0,0,0,0,"9 yard rush",0,11893,"SEA","home",1,0,0,0,0,0,0,0,2020020800,609,1509,3309,30,0,"run",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"left end","left","end",0,NA,0,9,0,NA,NA,0,NA,NA,0,0,1,0,0,NA,NA,"J.Pressley",NA,"J.Martin",NA,NA,0.001368695,0.046291545,8.3e-05,0.071085564,0.363349165,0.002993303,0.514828714,3.841323911,0.507732614,NA,NA,NA,NA,NA,NA,0,0,0,0,0.726466892038005,-0.726466892038005,14.370741132962,-14.370741132962,0,0,0,0,0.351516543558128,-0.351516543558128,27.0801073684419,-27.0801073684419
17514,1,1,"9:44","DC","(No Huddle) J.Pressley rush up the middle to SEA 21 for 0 yards (A.Johnson).",13,63,"DC","SEA",2,1,21,"SEA","Rush",0,0,0,0,"0 yard rush",0,11893,"SEA","home",1,0,0,0,0,0,0,0,2020020800,584,1484,3284,21,0,"run",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"middle","up the middle","middle","middle",0,NA,0,0,0,NA,NA,0,NA,NA,0,0,1,0,0,NA,NA,"J.Pressley",NA,"A.Johnson",NA,NA,0.001153856,0.030145156,4.59e-05,0.044935192,0.360345,0.002513128,0.560861744,4.349056525,-0.498065796,NA,NA,NA,NA,NA,NA,0,0,0,0,30.9915221380357,-30.9915221380357,-15.0077816690357,15.0077816690357,0,0,0,0,36.8033412420249,-36.8033412420249,-14.7562430460249,14.7562430460249
39752,1,1,"9:18","DC","(No Huddle) C.Jones rush up the middle to SEA 16 for 5 yards (P.Tasini; S.Johnson).",13,63,"DC","SEA",3,1,21,"SEA","Rush",0,0,0,0,"5 yard rush",0,11893,"SEA","home",1,0,0,0,0,0,0,0,2020020800,558,1458,3258,21,0,"run",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"middle","up the middle","middle","middle",0,NA,0,5,1,NA,NA,0,NA,NA,0,0,0,1,0,NA,NA,"C.Jones",NA,NA,"P.Tasini","S.Johnson",0.001425787,0.03651634,0.000104483,0.057191267,0.439364585,0.002374625,0.463022914,3.850990729,0.437435636,NA,NA,NA,NA,NA,NA,0,0,0,0,-46.8455725232679,46.8455725232679,98.0201796992679,-98.0201796992679,0,0,0,0,-60.9567456110251,60.9567456110251,161.646126714025,-161.646126714025
23539,1,1,"8:46","DC","(No Huddle) R.Ross rush right end out of bounds at SEA 17 for -1 yards (G.Igwebuike).",13,63,"DC","SEA",1,10,16,"SEA","Rush",0,0,0,0,"-1 yard rush",0,11893,"SEA","home",1,0,0,0,0,0,0,0,2020020800,526,1426,3226,16,0,"run",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"right","right end","right","end",0,NA,0,-1,0,NA,NA,0,NA,NA,0,0,1,0,1,NA,NA,"R.Ross",NA,"G.Igwebuike",NA,NA,0.001221745,0.028852274,2.22e-05,0.044076007,0.384198791,0.002591845,0.539037158,4.288426365,-0.430522601,NA,NA,NA,NA,NA,NA,0,0,0,0,0.726466892038005,-0.726466892038005,14.370741132962,-14.370741132962,0,0,0,0,0.351516543558128,-0.351516543558128,27.0801073684419,-27.0801073684419
17530,1,1,"8:12","DC","(Shotgun) C.Jones pass deep right. Thrown Away.",13,63,"DC","SEA",2,11,17,"SEA","Pass",0,0,0,0,"Incomplete pass",0,11893,"SEA","home",1,0,0,0,0,0,0,0,2020020800,492,1392,3192,17,0,"pass",1,0,NA,NA,0,0,1,0,0,1,"deep","right",NA,NA,NA,0,NA,0,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,"C.Jones",NA,NA,NA,NA,NA,NA,0.001589278,0.035461098,6.62e-05,0.055525608,0.445712815,0.002776733,0.458868298,3.857903764,-0.67449421,17,0,2.642096236,-3.316590446,0,0,0,0,0,0,29.1314887981994,-29.1314887981994,-12.9824436711994,12.9824436711994,2.642096236,-2.642096236,-3.316590446,3.316590446,37.5854041381885,-37.5854041381885,-16.0474954941885,16.0474954941885
17560,1,1,"7:43","DC","(Shotgun) C.Jones pass incomplete short middle to D.Pumphrey (N.Temple).",13,63,"DC","SEA",3,11,17,"SEA","Pass",0,0,0,0,"Incomplete pass",0,11893,"SEA","home",1,0,0,0,0,0,0,0,2020020800,463,1363,3163,17,0,"pass",1,0,NA,NA,0,0,1,0,0,0,"short","middle",NA,NA,NA,0,NA,0,0,0,0,NA,0,NA,NA,0,0,1,0,0,"C.Jones","D.Pumphrey",NA,NA,"N.Temple",NA,NA,0.002021279,0.042571705,0.000105351,0.069906822,0.563437055,0.003846017,0.318111772,3.183409554,-0.74278515,7,0,-5.29267859863398,4.54989344863398,0,0,0,0,0,0,26.9787460165875,-26.9787460165875,-10.3860528955875,10.3860528955875,-5.29267859863398,5.29267859863398,4.54989344863398,-4.54989344863398,30.1399827579427,-30.1399827579427,-8.90121126994268,8.90121126994268
17559,1,1,"7:24","DC","(Field Goal) T.Rausa 34 yds field goal IS GOOD.",13,63,"DC","SEA",4,11,17,"SEA","Field Goal",0,0,3,0,"34 yard field goal",604,11893,"SEA","home",1,0,0,3,0,0,3,3,2020020800,444,1344,3144,17,0,"field_goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002429557,0.042412479,0.000263446,0.065648333,0.79071353,0.00388888,0.094643776,2.440624405,0.559375595,NA,NA,NA,NA,NA,NA,0,0,0,0,26.9787460165875,-26.9787460165875,-10.3860528955875,10.3860528955875,0,0,0,0,35.4326613565767,-35.4326613565767,-13.4511047185767,13.4511047185767
