PlayID,GameID,DriveID,Sequence,TeamID,ClubCode,Quarter,StartTime,Down,Distance,Yardline,Situation,PlayType,StartHomeScore,StartAwayScore,IsScoringPlay,EndTime,EndHomeScore,EndAwayScore,ScoringPlayDescription,PlayDescription,ShortPlayDescription,FirstDownDescription,DriveTotalPossessionTime,DriveNetYards,DrivePlays,playScoreType,playScorer,playScoringTeamId,firstDownReset,Notes
11335,5,4914,1,605,NY,1,15:00,1,0,DC 30,NA,Kick off,0,0,FALSE,14:54,0,0,,"H.Niswander kickoff from DC 30, 61 yds to NY 9. A.Duke to NY 25 for 61 yards (J.Thurman; T.Kinnel)",Kickoff,,1:47,28,3,,,0,FALSE,
11325,5,4914,2,605,NY,1,14:54,1,10,NY 25,1st & 10 NY 25,Pass,0,0,FALSE,14:18,0,0,,(Shotgun) M.McGloin pass short right to J.Powell to NY 30 for 5 yards (S.Thomas),5 yard pass,,1:47,28,3,,,0,FALSE,
11331,5,4914,3,605,NY,1,14:18,2,5,NY 30,2nd & 5 NY 30,Pass,0,0,FALSE,13:48,0,0,,(Shotgun) M.McGloin pass incomplete short left to T.Cook.,Incomplete pass,,1:47,28,3,,,0,FALSE,
11337,5,4914,4,605,NY,1,13:48,3,5,NY 30,3rd & 5 NY 30,Pass,0,0,FALSE,13:24,0,0,,(Shotgun) M.McGloin pass incomplete short left to J.Horn.,Incomplete pass,,1:47,28,3,,,0,FALSE,
11418,5,4914,5,605,NY,1,13:24,4,5,NY 30,4th & 5 NY 30,Punt,0,0,FALSE,13:13,0,0,,"(Punt) J.Vogel punts, 41 yds to DC 29. E.Rogers PENALTY on DC. Illegal blindside block, 23 yards, enforced to DC 20.",41 yard punt,,1:47,28,3,,,0,FALSE,
11353,5,4921,6,604,DC,1,13:13,1,10,DC 20,1st & 10 DC 20,Pass,0,0,FALSE,12:40,0,0,,C.Jones pass deep middle to E.Rogers to DC 45 for 25 yards (B.Jones),25 yard pass,P1,6:09,80,11,,,0,FALSE,
11360,5,4921,7,604,DC,1,12:40,1,10,DC 45,1st & 10 DC 45,Rush,0,0,FALSE,12:09,0,0,,(Shotgun) D.Pumphrey rush right end to midfield for 5 yards (D.Hines; B.Rotimi),5 yard rush,,6:09,80,11,,,0,TRUE,
11367,5,4921,8,604,DC,1,12:09,2,5,DC 50,2nd & 5 50,Rush,0,0,FALSE,11:31,0,0,,(Shotgun) D.Pumphrey rush right end to NY 49 for 1 yards (C.Walker),1 yard rush,,6:09,80,11,,,0,FALSE,
11374,5,4921,9,604,DC,1,11:31,3,4,NY 49,3rd & 4 NY 49,Rush,0,0,FALSE,10:53,0,0,,(Shotgun) J.Pressley rush right guard to NY 47 for 2 yards (R.Mueller),2 yard rush,,6:09,80,11,,,0,FALSE,
11381,5,4921,10,604,DC,1,10:53,4,2,NY 47,4th & 2 NY 47,Rush,0,0,FALSE,10:20,0,0,,"(No Huddle, Shotgun) C.Jones scrambles left end out of bounds at NY 33 for 14 yards (B.Rotimi)",14 yard rush,R2,6:09,80,11,,,0,FALSE,
