PlayID,GameID,DriveID,Sequence,TeamID,ClubCode,Quarter,StartTime,Down,Distance,Yardline,Situation,PlayType,StartHomeScore,StartAwayScore,IsScoringPlay,EndTime,EndHomeScore,EndAwayScore,ScoringPlayDescription,PlayDescription,ShortPlayDescription,FirstDownDescription,DriveTotalPossessionTime,DriveNetYards,DrivePlays,playScoreType,playScorer,playScoringTeamId,firstDownReset,Notes
7473,2,3091,1,601,HOU,1,15:00,1,0,LA 30,NA,Kick off,0,0,FALSE,14:50,0,0,,"N.Novak kickoff from LA 30, 64 yds to HOU 6. J.Butler to HOU 39 for 64 yards (M.Stevens)",Kickoff,,1:23,61,3,,,0,FALSE,
7482,2,3091,2,601,HOU,1,14:50,1,10,HOU 39,1st & 10 HOU 39,Rush,0,0,FALSE,14:19,0,0,,(Shotgun) A.Williams rush up the middle to HOU 42 for 3 yards (A.Johnson; L.Brady),3 yard rush,,1:23,61,3,,,0,FALSE,
7505,2,3091,3,601,HOU,1,14:19,2,7,HOU 42,2nd & 7 HOU 42,Pass,0,0,FALSE,13:44,0,0,,(Shotgun) P.Walker pass short right to K.Lewis to midfield for 8 yards (W.Smith),8 yard pass,P1,1:23,61,3,,,0,FALSE,
7495,2,3091,4,601,HOU,1,13:44,1,10,HOU 50,1st & 10 50,Pass,0,0,TRUE,13:37,6,0,C.Phillips 50 yd. pass from P.Walker,"(Shotgun) P.Walker pass deep right to C.Phillips for 50 yards, TOUCHDOWN.",50 yard pass,P2,1:23,61,3,Touchdown,Cam Phillips,601,TRUE,
7507,2,3091,5,601,HOU,1,13:37,1,0,LA 2,NA,Rush,6,0,FALSE,13:37,6,0,,1pt attempt unsuccessful.,Unsuccessful conversion,,1:23,61,3,,,0,FALSE,
7514,2,3134,6,602,LA,1,13:37,1,0,HOU 30,NA,Kick off,6,0,FALSE,13:32,6,0,,"S.Castillo kickoff from HOU 30, 65 yds to LA 5. L.Whitfield to LA 29 for 65 yards (T.Schwab)",Kickoff,,5:58,71,11,,,0,FALSE,
7520,2,3134,7,602,LA,1,13:32,1,10,LA 29,1st & 10 LA 29,Pass,6,0,FALSE,13:10,6,0,,(Shotgun) C.Kanoff pass incomplete short right to A.Jennings (D.Gates).,Incomplete pass,,5:58,71,11,,,0,FALSE,
7527,2,3134,8,602,LA,1,13:10,2,10,LA 29,2nd & 10 LA 29,Pass,6,0,FALSE,12:33,6,0,,(Shotgun) C.Kanoff pass short middle to N.Spruce to LA 38 for 9 yards (K.Burnett),9 yard pass,,5:58,71,11,,,0,FALSE,
7533,2,3134,9,602,LA,1,12:33,3,1,LA 38,3rd & 1 LA 38,Rush,6,0,FALSE,12:01,6,0,,E.Hood rush right guard to LA 39 for 1 yards (B.Brown),1 yard rush,R1,5:58,71,11,,,0,FALSE,
7540,2,3134,10,602,LA,1,12:01,1,10,LA 39,1st & 10 LA 39,Pass,6,0,FALSE,11:26,6,0,,(Shotgun) C.Kanoff pass short middle to L.Rose to LA 46 for 7 yards (K.Burnett),7 yard pass,,5:58,71,11,,,0,TRUE,
7552,2,3134,11,602,LA,1,11:26,2,3,LA 46,2nd & 3 LA 46,Rush,6,0,FALSE,10:49,6,0,,"E.Hood rush left guard to LA 44 for -2 yards (C.Crawford, C.Lyons)",-2 yard rush,,5:58,71,11,,,0,FALSE,
7555,2,3134,12,602,LA,1,10:49,3,5,LA 44,3rd & 5 LA 44,Rush,6,0,FALSE,10:17,6,0,,(Shotgun) C.Kanoff scrambles up the middle to LA 47 for 3 yards (C.Lyons),3 yard rush,,5:58,71,11,,,0,FALSE,
7557,2,3134,13,602,LA,1,10:17,4,2,LA 47,NA,Penalty,6,0,FALSE,10:17,6,0,,"PENALTY on HOU. Neutral zone infraction, 5 yards, enforced to HOU 48.",5 yard penalty,,5:58,71,11,,,0,FALSE,Penalty
7563,2,3134,14,602,LA,1,10:17,1,10,HOU 48,1st & 10 HOU 48,Rush,6,0,FALSE,9:33,6,0,,L.Whitfield rush left end to HOU 29 for 19 yards (C.Brown),19 yard rush,R2,5:58,71,11,,,0,FALSE,
7569,2,3134,15,602,LA,1,9:33,1,10,HOU 29,1st & 10 HOU 29,Rush,6,0,FALSE,9:00,6,0,,E.Hood rush left guard to HOU 27 for 2 yards (C.Lyons),2 yard rush,,5:58,71,11,,,0,TRUE,
7575,2,3134,16,602,LA,1,9:00,2,8,HOU 27,2nd & 8 HOU 27,Rush,6,0,FALSE,8:27,6,0,,(Shotgun) E.Hood rush right tackle to HOU 24 for 3 yards (K.Burnett),3 yard rush,,5:58,71,11,,,0,FALSE,
7582,2,3134,17,602,LA,1,8:27,3,5,HOU 24,3rd & 5 HOU 24,Pass,6,0,FALSE,7:49,6,0,,(Shotgun) C.Kanoff pass short middle to N.Spruce to HOU 5 for 19 yards (C.Brown),19 yard pass,P3,5:58,71,11,,,0,FALSE,
7590,2,3134,18,602,LA,1,7:49,1,5,HOU 5,1st & 5 HOU 05,Rush,6,0,TRUE,7:39,6,6,,"(Shotgun) C.Kanoff scrambles left end for 5 yards, TOUCHDOWN.",5 yard rush,R4,5:58,71,11,Touchdown,Charles Kanoff,602,TRUE,
7597,2,3134,19,602,LA,1,7:39,1,0,HOU 5,NA,Pass,6,6,TRUE,7:39,6,8,,2pt attempt successful. J.Smallwood reception.,Successful conversion,,5:58,71,11,Two Point Successful Conversion,Jordan Smallwood,602,FALSE,
7605,2,3154,20,601,HOU,1,7:39,1,0,LA 30,NA,Kick off,6,8,FALSE,7:34,6,8,,"N.Novak kickoff from LA 30, 66 yds to HOU 4. J.Butler to HOU 28 for 66 yards (L.Wiley; R.Tatum)",Kickoff,,1:25,-3,3,,,0,FALSE,
7611,2,3154,21,601,HOU,1,7:34,1,10,HOU 28,1st & 10 HOU 28,Pass,6,8,FALSE,7:06,6,8,,(Shotgun) P.Walker pass incomplete deep left to S.Coates (H.Miller).,Incomplete pass,,1:25,-3,3,,,0,FALSE,
