PlayID,GameID,DriveID,Sequence,TeamID,ClubCode,Quarter,StartTime,Down,Distance,Yardline,Situation,PlayType,StartHomeScore,StartAwayScore,IsScoringPlay,EndTime,EndHomeScore,EndAwayScore,ScoringPlayDescription,PlayDescription,ShortPlayDescription,FirstDownDescription,DriveTotalPossessionTime,DriveNetYards,DrivePlays,playScoreType,playScorer,playScoringTeamId,firstDownReset,Notes
22339,12,8978,1,602,LA,1,15:00,1,0,DC 30,NA,Kick off,0,0,FALSE,14:54,0,0,,"H.Niswander kickoff from DC 30, 64 yds to LA 6. L.Whitfield to LA 29 for 23 yards (E.Campbell).",Kickoff,,2:50,71,5,,,0,FALSE,
22346,12,8978,2,602,LA,1,14:54,1,10,LA 29,1st & 10 LA 29,Pass,0,0,FALSE,14:27,0,0,,J.Johnson pass short right to J.Smallwood to LA 35 for 6 yards (E.Campbell).,6 yard pass,,2:50,71,5,,,0,FALSE,
22354,12,8978,3,602,LA,1,14:27,2,4,LA 35,2nd & 4 LA 35,Pass,0,0,FALSE,13:54,0,0,,(Shotgun) J.Johnson pass short middle to B.Barnes to LA 49 for 14 yards (R.Moore).,14 yard pass,P1,2:50,71,5,,,0,FALSE,
22362,12,8978,4,602,LA,1,13:54,1,10,LA 49,1st & 10 LA 49,Pass,0,0,FALSE,13:17,0,0,,(Shotgun) J.Johnson pass short left to L.Whitfield out of bounds at DC 45 for 6 yards (J.Thurman),6 yard pass,,2:50,71,5,,,0,TRUE,
22368,12,8978,5,602,LA,1,13:17,2,4,DC 45,2nd & 4 DC 45,Pass,0,0,FALSE,12:47,0,0,,(Shotgun) J.Johnson pass incomplete short left to D.Hampton.,Incomplete pass,,2:50,71,5,,,0,FALSE,
22375,12,8978,6,602,LA,1,12:47,3,4,DC 45,3rd & 4 DC 45,Pass,0,0,FALSE,12:27,0,0,,(Shotgun) J.Johnson pass incomplete deep left to T.McBride.,5 yard penalty,X2,2:50,71,5,,,0,FALSE,
22383,12,8978,7,602,LA,1,12:27,1,10,DC 40,1st & 10 DC 40,Pass,0,0,TRUE,12:10,6,0,T.McBride 40 yd. pass from J.Johnson,"J.Johnson pass deep left to T.McBride for 40 yards, TOUCHDOWN.",40 yard pass,P3,2:50,71,5,Touchdown,Tre McBride,602,TRUE,
22388,12,8978,8,602,LA,1,12:10,1,0,DC 5,NA,Pass,6,0,FALSE,12:10,6,0,,2pt attempt unsuccessful.,Unsuccessful conversion,,2:50,71,5,,,0,FALSE,
22396,12,8991,9,604,DC,1,12:10,1,0,LA 30,NA,Kick off,6,0,FALSE,12:03,6,0,,"N.Novak kickoff from LA 30, 64 yds to DC 6. D.Pumphrey out of bounds at DC 34 for 28 yards (M.Stevens)",Kickoff,,1:13,4,3,,,0,FALSE,
22402,12,8991,10,604,DC,1,12:03,1,10,DC 34,1st & 10 DC 34,Rush,6,0,FALSE,11:41,6,0,,(Shotgun) D.Pumphrey rush up the middle to DC 38 for 4 yards (T.Williams).,4 yard rush,,1:13,4,3,,,0,FALSE,
