PlayID,GameID,DriveID,Sequence,TeamID,ClubCode,Quarter,StartTime,Down,Distance,Yardline,Situation,PlayType,StartHomeScore,StartAwayScore,IsScoringPlay,EndTime,EndHomeScore,EndAwayScore,ScoringPlayDescription,PlayDescription,ShortPlayDescription,FirstDownDescription,DriveTotalPossessionTime,DriveNetYards,DrivePlays,playScoreType,playScorer,playScoringTeamId,firstDownReset,Notes
12708,6,5680,1,607,TB,1,15:00,1,0,SEA 30,NA,Kick off,0,0,FALSE,14:56,0,0,,"E.Lacayo kickoff from SEA 30, 57 yds to TB 13. M.Brown to TB 28 for 57 yards (D.Miles; N.Temple)",Kickoff,,1:43,22,3,,,0,FALSE,
12713,6,5680,2,607,TB,1,14:56,1,10,TB 28,1st & 10 TB 28,Pass,0,0,FALSE,14:33,0,0,,(Shotgun) T.Cornelius pass incomplete short right to R.Horn.,Incomplete pass,,1:43,22,3,,,0,FALSE,
12719,6,5680,3,607,TB,1,14:33,2,10,TB 28,2nd & 10 TB 28,Rush,0,0,FALSE,13:50,0,0,,"(No Huddle, Shotgun) D.Smith rush right tackle to TB 30 for 2 yards (J.Thompson)",2 yard rush,,1:43,22,3,,,0,FALSE,
12724,6,5680,4,607,TB,1,13:50,3,8,TB 30,3rd & 8 TB 30,Pass,0,0,FALSE,13:29,0,0,,"(No Huddle, Shotgun) T.Cornelius pass incomplete deep middle to N.Truesdell.",Incomplete pass,,1:43,22,3,,,0,FALSE,
13268,6,5680,5,607,TB,1,13:29,4,8,TB 30,4th & 8 TB 30,Punt,0,0,FALSE,13:17,0,0,,"(Punt) J.Schum punts, 55 yds to SEA 15. A.Proehl PENALTY on SEA. Holding, 20 yards, enforced to SEA 8.",55 yard punt,,1:43,22,3,,,0,FALSE,
12752,6,5431,6,603,SEA,1,13:17,1,10,SEA 8,1st & 10 SEA 08,Rush,0,0,FALSE,12:40,0,0,,(Shotgun) J.Gardner rush up the middle to SEA 13 for 5 yards (R.Walker),5 yard rush,,3:12,10,5,,,0,FALSE,
12754,6,5431,7,603,SEA,1,12:40,2,5,SEA 13,2nd & 5 SEA 13,Pass,0,0,FALSE,12:06,0,0,,(Shotgun) B.Silvers pass short middle to K.Reynolds to SEA 19 for 6 yards (M.Hannemann),6 yard pass,P1,3:12,10,5,,,0,FALSE,
12760,6,5431,8,603,SEA,1,12:06,1,10,SEA 19,1st & 10 SEA 19,Rush,0,0,FALSE,11:28,0,0,,J.Gardner rush left guard to SEA 17 for -2 yards (C.Moore),-2 yard rush,,3:12,10,5,,,0,TRUE,
12766,6,5431,9,603,SEA,1,11:28,2,12,SEA 17,2nd & 12 SEA 17,Rush,0,0,FALSE,10:50,0,0,,T.Williams rush right end to SEA 15 for -2 yards (M.Branch),-2 yard rush,,3:12,10,5,,,0,FALSE,
12773,6,5431,10,603,SEA,1,10:50,3,14,SEA 15,3rd & 14 SEA 15,Rush,0,0,FALSE,10:14,0,0,,(Shotgun) K.Farrow rush up the middle to SEA 18 for 3 yards (N.Whitlock; D.Mount),3 yard rush,,3:12,10,5,,,0,FALSE,
12780,6,5431,11,603,SEA,1,10:14,4,11,SEA 18,4th & 11 SEA 18,Punt,0,0,FALSE,10:05,0,0,,"(Punt) B.Miller punts, 41 yds to TB 41. D.Dye to TB 38 for 41 yards (C.Jeter)",41 yard punt,,3:12,10,5,,,0,FALSE,
12785,6,5444,12,607,TB,1,10:05,1,10,TB 38,1st & 10 TB 38,Pass,0,0,FALSE,9:52,0,0,,(Shotgun) T.Cornelius pass incomplete short middle to D.Smith.,Incomplete pass,,1:40,11,4,,,0,FALSE,
12792,6,5444,13,607,TB,1,9:52,2,10,TB 38,2nd & 10 TB 38,Rush,0,0,FALSE,9:18,0,0,,(Shotgun) D.Smith rush up the middle to TB 42 for 4 yards (N.Temple; W.Sutton),4 yard rush,,1:40,11,4,,,0,FALSE,
12799,6,5444,14,607,TB,1,9:18,3,6,TB 42,3rd & 6 TB 42,Pass,0,0,FALSE,8:44,0,0,,"(No Huddle, Shotgun) T.Cornelius pass short left to D.Williams to TB 49 for 7 yards (C.Stribling)",7 yard pass,P1,1:40,11,4,,,0,FALSE,
12835,6,5444,15,607,TB,1,8:44,1,10,TB 49,1st & 10 TB 49,Pass,0,0,FALSE,8:25,0,0,,T.Cornelius pass deep right intended for J.Tolliver INTERCEPTED by J.Clark at SEA 19. J.Clark to SEA 38 for 32 yards (D.Smith),Intercept,,1:40,11,4,,,0,TRUE,
