PlayID,GameID,DriveID,Sequence,TeamID,ClubCode,Quarter,StartTime,Down,Distance,Yardline,Situation,PlayType,StartHomeScore,StartAwayScore,IsScoringPlay,EndTime,EndHomeScore,EndAwayScore,ScoringPlayDescription,PlayDescription,ShortPlayDescription,FirstDownDescription,DriveTotalPossessionTime,DriveNetYards,DrivePlays,playScoreType,playScorer,playScoringTeamId,firstDownReset,Notes
15268,8,6581,1,601,HOU,1,15:00,1,0,STL 30,NA,Kick off,0,0,FALSE,14:52,0,0,,"T.Russolino kickoff from STL 30, 65 yds to HOU 5. A.Harris out of bounds at HOU 42 for 65 yards (R.White)",Kickoff,,3:59,32,9,,,0,FALSE,
15275,8,6581,2,601,HOU,1,14:52,1,10,HOU 42,1st & 10 HOU 42,Pass,0,0,FALSE,14:16,0,0,,(Shotgun) P.Walker pass short right to C.Phillips to HOU 46 for 4 yards (D.Hillary),4 yard pass,,3:59,32,9,,,0,FALSE,
15282,8,6581,3,601,HOU,1,14:16,2,6,HOU 46,2nd & 6 HOU 46,Rush,0,0,FALSE,13:50,0,0,,(Shotgun) N.Holley rush right tackle out of bounds at STL 43 for 11 yards (W.Hill),11 yard rush,R1,3:59,32,9,,,0,FALSE,
15289,8,6581,4,601,HOU,1,13:50,1,10,STL 43,1st & 10 STL 43,Pass,0,0,FALSE,13:25,0,0,,(Shotgun) P.Walker pass incomplete short left to S.Coates.,Incomplete pass,,3:59,32,9,,,0,TRUE,
15350,8,6581,5,601,HOU,1,13:25,2,10,STL 43,2nd & 10 STL 43,Pass,0,0,FALSE,12:56,0,0,,(Shotgun) P.Walker pass short right to C.Phillips out of bounds at STL 34 for 9 yards (D.McCoil; D.Wade),9 yard pass,,3:59,32,9,,,0,FALSE,
15355,8,6581,6,601,HOU,1,12:56,3,1,STL 34,3rd & 1 STL 34,Rush,0,0,FALSE,12:24,0,0,,P.Walker rush right guard to STL 32 for 2 yards (G.President),2 yard rush,R2,3:59,32,9,,,0,FALSE,
15356,8,6581,7,601,HOU,1,12:24,1,10,STL 32,1st & 10 STL 32,Pass,0,0,FALSE,12:06,0,0,,(Shotgun) P.Walker pass incomplete deep left to S.Coates.,Incomplete pass,,3:59,32,9,,,0,TRUE,
15327,8,6581,8,601,HOU,1,12:06,2,10,STL 32,2nd & 10 STL 32,Pass,0,0,FALSE,11:29,0,0,,(Shotgun) P.Walker pass short middle to K.Lewis to STL 26 for 6 yards (D.McCoil),6 yard pass,,3:59,32,9,,,0,FALSE,
15342,8,6581,9,601,HOU,1,11:29,3,4,STL 26,3rd & 4 STL 26,Pass,0,0,FALSE,11:06,0,0,,(Shotgun) P.Walker pass incomplete short left to S.Coates (R.Nelson).,Incomplete pass,,3:59,32,9,,,0,FALSE,
15358,8,6581,10,601,HOU,1,11:06,4,4,STL 26,4th & 4 STL 26,Field Goal,0,0,TRUE,11:01,3,0,,(Field Goal) S.Castillo 44 yds field goal IS GOOD.,44 yard field goal,,3:59,32,9,Field Goal,Sergio Castillo,601,FALSE,
15365,8,6628,11,606,STL,1,11:01,1,0,HOU 30,NA,Kick off,3,0,FALSE,10:56,3,0,,"S.Castillo kickoff from HOU 30, 58 yds to STL 12. K.Mumphery to STL 29 for 58 yards (C.Brown)",Kickoff,,4:40,71,9,,,0,FALSE,
15394,8,6628,12,606,STL,1,10:56,1,10,STL 29,1st & 10 STL 29,Rush,3,0,FALSE,10:31,3,0,,(Shotgun) M.Jones rush up the middle to STL 33 for 4 yards (C.Crawford),4 yard rush,,4:40,71,9,,,0,FALSE,
15393,8,6628,13,606,STL,1,10:31,2,6,STL 33,2nd & 6 STL 33,Rush,3,0,FALSE,9:57,3,0,,(Shotgun) D.Pierson-El rush left end to STL 34 for 1 yards (J.Johnson),1 yard rush,,4:40,71,9,,,0,FALSE,
15396,8,6628,14,606,STL,1,9:57,3,5,STL 34,3rd & 5 STL 34,Pass,3,0,FALSE,9:36,3,0,,"(No Huddle, Shotgun) J.Ta'amu pass short left to D.Pierson-El out of bounds at STL 41 for 7 yards (C.Brown)",7 yard pass,P1,4:40,71,9,,,0,FALSE,
15403,8,6628,15,606,STL,1,9:36,1,10,STL 41,1st & 10 STL 41,Rush,3,0,FALSE,9:01,3,0,,(Shotgun) J.Ta'amu scrambles up the middle to STL 48 for 7 yards (D.Gates),7 yard rush,,4:40,71,9,,,0,TRUE,
15409,8,6628,16,606,STL,1,9:01,2,3,STL 48,2nd & 3 STL 48,Rush,3,0,FALSE,8:30,3,0,,(Shotgun) M.Jones rush left end to HOU 47 for 5 yards (D.Gates),5 yard rush,R2,4:40,71,9,,,0,FALSE,
