PlayID,GameID,DriveID,Sequence,TeamID,ClubCode,Quarter,StartTime,Down,Distance,Yardline,Situation,PlayType,StartHomeScore,StartAwayScore,IsScoringPlay,EndTime,EndHomeScore,EndAwayScore,ScoringPlayDescription,PlayDescription,ShortPlayDescription,FirstDownDescription,DriveTotalPossessionTime,DriveNetYards,DrivePlays,playScoreType,playScorer,playScoringTeamId,firstDownReset,Notes
19501,10,7809,1,600,DAL,1,15:00,1,0,SEA 30,NA,Kick off,0,0,FALSE,14:56,0,0,,"E.Lacayo kickoff from SEA 30, 59 yds to DAL 11. A.Walter out of bounds at DAL 30 for 19 yards (J.Santiago; K.Queiro)",Kickoff,,2:34,-9,3,,,0,FALSE,
19508,10,7809,2,600,DAL,1,14:56,1,10,DAL 30,1st & 10 DAL 30,Pass,0,0,FALSE,14:29,0,0,,(Shotgun) L.Jones pass short middle to L.Dunbar to DAL 32 for 2 yards (S.Johnson).,2 yard pass,,2:34,-9,3,,,0,FALSE,
19519,10,7809,3,600,DAL,1,14:29,2,8,DAL 32,2nd & 8 DAL 32,Pass,0,0,FALSE,14:03,0,0,,"(No Huddle, Shotgun) L.Jones pass short right to C.Artis-Payne out of bounds at DAL 36 for 4 yards (G.Igwebuike)",4 yard pass,,2:34,-9,3,,,0,FALSE,
19525,10,7809,4,600,DAL,1,14:03,3,4,DAL 36,NA,Penalty,0,0,FALSE,13:35,0,0,,"PENALTY on DAL. False start, 5 yards, enforced to DAL 31.",5 yard penalty,,2:34,-9,3,,,0,FALSE,Penalty
19527,10,7809,5,600,DAL,1,13:35,3,9,DAL 31,NA,Penalty,0,0,FALSE,13:15,0,0,,"PENALTY on DAL. Delayof game, 5 yards, enforced to DAL 26.",5 yard penalty,,2:34,-9,3,,,0,FALSE,Penalty
19534,10,7809,6,600,DAL,1,13:15,3,14,DAL 26,3rd & 14 DAL 26,Pass,0,0,FALSE,12:35,0,0,,(Shotgun) L.Jones pass short right to C.Artis-Payne to DAL 21 for -5 yards (S.Johnson).,-5 yard pass,,2:34,-9,3,,,0,FALSE,
19544,10,7809,7,600,DAL,1,12:35,4,19,DAL 21,4th & 19 DAL 21,Punt,0,0,FALSE,12:26,0,0,,"(Punt) D.Galitz punts, 36 yds to SEA 43. A.Proehl to SEA 43 for no gain (T.Scales).",36 yard punt,,2:34,-9,3,,,0,FALSE,
19546,10,7848,8,603,SEA,1,12:26,1,10,SEA 43,NA,Penalty,0,0,FALSE,12:26,0,0,,"PENALTY on SEA. False start, 5 yards, enforced to SEA 38.",5 yard penalty,,5:10,57,10,,,0,FALSE,Penalty
19553,10,7848,9,603,SEA,1,12:26,1,15,SEA 38,1st & 15 SEA 38,Rush,0,0,FALSE,11:54,0,0,,(Shotgun) J.Gardner rush right guard to SEA 42 for 4 yards (A.Brown).,4 yard rush,,5:10,57,10,,,0,FALSE,
19561,10,7848,10,603,SEA,1,11:54,2,11,SEA 42,2nd & 11 SEA 42,Pass,0,0,FALSE,11:18,0,0,,B.Silvers pass short right to A.Moore to DAL 43 for 15 yards (T.Decoud).,15 yard pass,P1,5:10,57,10,,,0,FALSE,
19567,10,7848,11,603,SEA,1,11:18,1,10,DAL 43,1st & 10 DAL 43,Rush,0,0,FALSE,10:42,0,0,,(Shotgun) B.Silvers rush up the middle to DAL 41 for 2 yards (R.Davison).,2 yard rush,,5:10,57,10,,,0,TRUE,
19574,10,7848,12,603,SEA,1,10:42,2,8,DAL 41,2nd & 8 DAL 41,Pass,0,0,FALSE,10:09,0,0,,B.Silvers pass short middle to C.Hamlett to DAL 34 for 7 yards (D.Smith).,7 yard pass,,5:10,57,10,,,0,FALSE,
19580,10,7848,13,603,SEA,1,10:09,3,1,DAL 34,3rd & 1 DAL 34,Rush,0,0,FALSE,9:28,0,0,,K.Farrow rush up the middle to DAL 32 for 2 yards (T.Guerad).,2 yard rush,R2,5:10,57,10,,,0,FALSE,
19588,10,7848,14,603,SEA,1,9:28,1,10,DAL 32,1st & 10 DAL 32,Rush,0,0,FALSE,8:54,0,0,,(Shotgun) J.Gardner rush up the middle to DAL 25 for 7 yards (T.Scales; D.Phillips).,7 yard rush,,5:10,57,10,,,0,TRUE,
19595,10,7848,15,603,SEA,1,8:54,2,3,DAL 25,2nd & 3 DAL 25,Rush,0,0,FALSE,8:24,0,0,,(Shotgun) B.Silvers scrambles left end out of bounds at DAL 21 for 4 yards (A.Brown),4 yard rush,R3,5:10,57,10,,,0,FALSE,
