"PlayID","GameID","DriveID","Sequence","TeamID","ClubCode","Quarter","StartTime","Down","Distance","Yardline","Situation","PlayType","StartHomeScore","StartAwayScore","IsScoringPlay","EndTime","EndHomeScore","EndAwayScore","ScoringPlayDescription","PlayDescription","ShortPlayDescription","FirstDownDescription","DriveTotalPossessionTime","DriveNetYards","DrivePlays","playScoreType","playScorer","playScoringTeamId","firstDownReset","Notes","DefTeam","OffensePts","Yardline100","GoalToGo","SecondsLeftInHalfStart","YardsGained","RushAttempt","PassAttempt","CompletePass","Interception","Penalty","Sack","Scramble","QBSpike","QBKneel","PAT","PATConverted","PlayFormation","TacklerName1","TacklerName2","PasserName","RusherName","TargetName","no_score_prob","opp_fg_prob","opp_safety_prob","opp_td_prob","fg_prob","safety_prob","td_prob","ep","epa"
13898,7,5997,1,600,"DAL",1,"15:00",1,10,"LA 30",NA,"Kick off",0,0,FALSE,"15:00",0,0,"","N.Novak kickoff from LA 30 to end zone, Touchback Minor.","Kickoff","","1:50",16,4,"","",0,FALSE,"","LA",0,68,0,1800,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.00118940054358468,0.139267165562182,0.00249129866109976,0.217438673165424,0.25928677168481,0.00369061767307694,0.376636072709823,1.39724055343043,-1.5604018239099
13906,7,5997,2,600,"DAL",1,"15:00",1,10,"DAL 15","1st & 10 DAL 15","Pass",0,0,FALSE,"14:43",0,0,"","(Shotgun) L.Jones pass short left to J.Badet to DAL 26 for 11 yards (A.Dixon)","11 yard pass","P1","1:50",16,4,"","",0,FALSE,"","LA",0,85,0,1800,11,0,1,1,0,0,0,0,0,0,0,NA,"Shotgun","A.Dixon",NA,"L.Jones",NA,"J.Badet",0.0016362233686255,0.196796351461051,0.00983230419897174,0.308027119989228,0.194085116599828,0.00349676134506648,0.286126123037229,-0.16316127047947,1.03109605717174
13912,7,5997,3,600,"DAL",1,"14:43",1,10,"DAL 26","1st & 10 DAL 26","Pass",0,0,FALSE,"14:16",0,0,"","(Shotgun) L.Jones pass incomplete short right to D.Parham (H.Miller).","Incomplete pass","","1:50",16,4,"","",0,TRUE,"","LA",0,74,0,1783,0,0,1,0,0,0,0,0,0,0,0,NA,"Shotgun","H.Miller",NA,"L.Jones",NA,"D.Parham",0.00144235034144833,0.159117998900859,0.00408904500223679,0.248490809281295,0.236987067988117,0.00366151231019944,0.346211216175844,0.867934786692268,-0.716477923002528
13919,7,5997,4,600,"DAL",1,"14:16",2,10,"DAL 26","2nd & 10 DAL 26","Pass",0,0,FALSE,"13:39",0,0,"","(No Huddle, Shotgun) L.Jones pass short left to F.Nagel to DAL 31 for 5 yards (M.Stevens)","5 yard pass","","1:50",16,4,"","",0,FALSE,"","LA",0,74,0,1756,5,0,1,1,0,0,0,0,0,0,0,NA,"No Huddle, Shotgun","M.Stevens",NA,"L.Jones",NA,"F.Nagel",0.00165155220148993,0.184733680615284,0.00531891233216641,0.289018403945533,0.217835765952674,0.00399175426792762,0.297449930684925,0.15145686368974,-0.0747736280653848
13924,7,5997,5,600,"DAL",1,"13:39",3,5,"DAL 31","3rd & 5 DAL 31","Pass",0,0,FALSE,"13:23",0,0,"","(No Huddle, Shotgun) L.Jones pass incomplete short left to F.Martino.","Incomplete pass","","1:50",16,4,"","",0,FALSE,"","LA",0,69,0,1719,0,0,1,0,0,0,0,0,0,0,0,NA,"No Huddle, Shotgun",NA,NA,"L.Jones",NA,"",0.00177265831486994,0.191844899647962,0.004328175718977,0.294625407376523,0.200983368293399,0.00420141336452416,0.302244077283745,0.0766832356243548,-1.69258405615602
13930,7,5997,6,600,"DAL",1,"13:23",4,5,"DAL 31","4th & 5 DAL 31","Punt",0,0,FALSE,"13:10",0,0,"","(Punt) D.Galitz punts for 53 yards to LA 16. Fair Catch by L.Whitfield.","53 yard punt","","1:50",16,4,"","",0,FALSE,"","LA",0,69,0,1703,0,0,0,1,0,0,0,0,0,0,0,NA,"Punt",NA,NA,NA,NA,NA,0.0020613237258362,0.262762685171365,0.00526079525146607,0.394956129512431,0.115063825734168,0.0054193052926906,0.214475935312043,-1.61590082053166,1.65314509371449
13985,7,6030,7,602,"LA",1,"13:10",1,10,"LA 16","1st & 10 LA 16","Rush",0,0,FALSE,"12:39",0,0,"","(Shotgun) E.Hood rush left tackle to LA 18 for 2 yards (J.Hawkins; T.Scales)","2 yard rush","","5:31",23,9,"","",0,FALSE,"","DAL",0,84,0,1690,2,1,0,1,0,0,0,0,0,0,0,NA,"Shotgun","J.Hawkins","T.Scales",NA,"E.Hood",NA,0.00250778764383209,0.192645086414671,0.00904606072352874,0.300232093397944,0.19861301659216,0.00350245425838195,0.293453500969483,-0.0372442731828266,-0.43274455077257
14000,7,6030,8,602,"LA",1,"12:39",2,8,"LA 18","2nd & 8 LA 18","Rush",0,0,FALSE,"11:59",0,0,"","(Shotgun) E.Hood rush up the middle to LA 21 for 3 yards (F.Alexander; T.Adewusi)","3 yard rush","","5:31",23,9,"","",0,FALSE,"","DAL",0,82,0,1659,3,1,0,1,0,0,0,0,0,0,0,NA,"Shotgun","F.Alexander","T.Adewusi",NA,"E.Hood",NA,0.00278871886591058,0.210152119538409,0.00856207889004878,0.325430748492578,0.181361865377984,0.00383846353782752,0.267866005297243,-0.469988823955396,-0.339850271589233
13950,7,6030,9,602,"LA",1,"11:59",3,5,"LA 21","3rd & 5 LA 21","Pass",0,0,FALSE,"11:27",0,0,"","(Shotgun) J.Johnson pass short middle to L.Whitfield to LA 29 for 8 yards (A.Brown)","8 yard pass","P1","5:31",23,9,"","",0,FALSE,"","DAL",0,79,0,1619,8,0,1,1,0,0,0,0,0,0,0,NA,"Shotgun","A.Brown",NA,"J.Johnson",NA,"L.Whitfield",0.00302729909179776,0.229463980881289,0.00791248191244478,0.34668305364269,0.148190337481456,0.00387819072885607,0.260844656261466,-0.80983909554463,1.99997993803256
13956,7,6030,10,602,"LA",1,"11:27",1,10,"LA 29","1st & 10 LA 29","Rush",0,0,FALSE,"10:50",0,0,"","(No Huddle, Shotgun) E.Hood rush left end to LA 23 for -6 yards (J.Hawkins)","-6 yard rush","","5:31",23,9,"","",0,TRUE,"","DAL",0,71,0,1587,-6,1,0,1,0,0,0,0,0,0,0,NA,"No Huddle, Shotgun","J.Hawkins",NA,NA,"E.Hood",NA,0.00298020206014656,0.147613544627886,0.00315550404795605,0.228719235793418,0.249028908717907,0.00364136442699269,0.364861240325694,1.19014084248793,-1.48649880964894
